"proponente_id","data_solicitacao","cpf_cnpj","nome_razao_social","tipo_pessoa","renda_bruta_anual_declarada","valor_solicitado_credito","finalidade_credito","localizacao_propriedade","area_total_hectares","cultura_principal","possui_experiencia_atividade","anos_experiencia","fontes_dados_adicionais","metadata_evento","ingestion_timestamp"
PROP_06397,1751382,"66.059.229/4071-99",Produtor Rural Exemplo PROP_06397,JURIDICA,75358.7,29463.43,OUTROS,"{latitude=4.769196, longitude=-52.545758, municipio=Municipio Exemplo 54, uf=CE}",1776.42,MILHO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-126795}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:08:02.706 -0300
PROP_08669,1751382,"88.158.573/9040-74",Produtor Rural Exemplo PROP_08669,JURIDICA,483180.38,401041.2,OUTROS,"{latitude=-26.312696, longitude=-72.584445, municipio=Municipio Exemplo 39, uf=PE}",523.7,SOJA,true,8,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-717896}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:08:08.457 -0300
PROP_05193,1751382,"30.957.705/3524-05",Produtor Rural Exemplo PROP_05193,JURIDICA,884215.58,192590.35,INVESTIMENTO_MAQUINARIO,"{latitude=-33.292668, longitude=-59.711615, municipio=Municipio Exemplo 9, uf=PE}",1665.04,FRUTICULTURA,true,21,"{serasa_score=774, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-837883}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:08:32.381 -0300
PROP_05369,1751382,"26.411.619/3085-25",Produtor Rural Exemplo PROP_05369,JURIDICA,60232.57,203717.56,AMPLIACAO_AREA,"{latitude=-8.850861, longitude=-34.32028, municipio=Municipio Exemplo 11, uf=DF}",818.01,FRUTICULTURA,true,14,"{serasa_score=485, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-608259}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:06:34.039 -0300
PROP_05190,1751381,"205.552.409-28",Produtor Rural Exemplo PROP_05190,FISICA,647411.71,443127.53,AMPLIACAO_AREA,"{latitude=2.508901, longitude=-36.850976, municipio=Municipio Exemplo 35, uf=DF}",607.56,FEIJAO,false,0,"{serasa_score=767, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-904255}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:59:53.485 -0300
PROP_04572,1751382,"14.007.235/7620-98",Produtor Rural Exemplo PROP_04572,JURIDICA,329330.7,369085.55,CUSTEIO_SAFRA,"{latitude=-18.526592, longitude=-56.50074, municipio=Municipio Exemplo 11, uf=BA}",665.47,SOJA,true,15,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-719291}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:06:37.976 -0300
PROP_03742,1751382,"85.259.193/9524-07",Produtor Rural Exemplo PROP_03742,JURIDICA,933137.26,254690.76,OUTROS,"{latitude=-11.433311, longitude=-41.365924, municipio=Municipio Exemplo 21, uf=MG}",1500.3,FEIJAO,true,30,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-651917}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:06:44.176 -0300
PROP_05966,1751382,"64.522.921/3973-97",Produtor Rural Exemplo PROP_05966,JURIDICA,63655.27,368233.96,INVESTIMENTO_MAQUINARIO,"{latitude=-18.821477, longitude=-39.351157, municipio=Municipio Exemplo 53, uf=AC}",516.04,TRIGO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-733724}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:06:06.108 -0300
PROP_06793,1751382,"67.156.784/8808-28",Produtor Rural Exemplo PROP_06793,JURIDICA,498384.75,226358.33,INVESTIMENTO_MAQUINARIO,"{latitude=-25.403708, longitude=-43.907639, municipio=Municipio Exemplo 69, uf=RR}",318.52,EUCALIPTO,true,34,"{serasa_score=536, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-107788}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:06:59.081 -0300
PROP_01065,1751381,"638.828.213-27",Produtor Rural Exemplo PROP_01065,FISICA,219719.29,394099.15,INVESTIMENTO_MAQUINARIO,"{latitude=-0.406272, longitude=-63.673948, municipio=Municipio Exemplo 49, uf=GO}",1461.08,MILHO,true,27,"{serasa_score=312, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-161266}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:59:06.520 -0300
PROP_06733,1751381,"157.766.201-42",Produtor Rural Exemplo PROP_06733,FISICA,828130.58,202668.4,AMPLIACAO_AREA,"{latitude=-9.724929, longitude=-61.270144, municipio=Municipio Exemplo 30, uf=SC}",1607.4,ALGODAO,true,20,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-574897}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:59:10.590 -0300
PROP_07619,1751381,"869.131.880-30",Produtor Rural Exemplo PROP_07619,FISICA,412793.12,459546.66,AMPLIACAO_AREA,"{latitude=-7.089976, longitude=-39.993009, municipio=Municipio Exemplo 26, uf=TO}",988.4,EUCALIPTO,true,38,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-507610}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:59:31.144 -0300
PROP_01732,1751381,"641.387.944-37",Produtor Rural Exemplo PROP_01732,FISICA,165065.6,468164.04,OUTROS,"{latitude=-9.645544, longitude=-72.1859, municipio=Municipio Exemplo 95, uf=PR}",1758.86,ALGODAO,true,10,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-369746}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:59:46.880 -0300
PROP_01113,1751382,"608.115.601-21",Produtor Rural Exemplo PROP_01113,FISICA,510308.56,12995.03,INVESTIMENTO_MAQUINARIO,"{latitude=-21.162365, longitude=-66.522757, municipio=Municipio Exemplo 60, uf=SC}",798.84,FRUTICULTURA,false,0,"{serasa_score=777, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-861441}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:01:25.120 -0300
PROP_04177,1751382,"686.829.472-40",Produtor Rural Exemplo PROP_04177,FISICA,549142.42,473600.53,INVESTIMENTO_MAQUINARIO,"{latitude=-12.690911, longitude=-61.608213, municipio=Municipio Exemplo 33, uf=DF}",1398.82,CANA_DE_ACUCAR,false,0,"{serasa_score=814, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-976685}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:01:20.156 -0300
PROP_07054,1751382,"774.575.926-62",Produtor Rural Exemplo PROP_07054,FISICA,100647.5,387919.9,OUTROS,"{latitude=-14.850827, longitude=-69.305804, municipio=Municipio Exemplo 94, uf=RS}",304.95,CANA_DE_ACUCAR,true,39,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-865257}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:30.516 -0300
PROP_00451,1751382,"960.216.308-32",Produtor Rural Exemplo PROP_00451,FISICA,783147.88,223825.53,CUSTEIO_SAFRA,"{latitude=-20.789923, longitude=-35.253183, municipio=Municipio Exemplo 49, uf=GO}",949.24,MILHO,true,19,"{serasa_score=555, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-594152}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:15.121 -0300
PROP_00433,1751382,"402.690.332-59",Produtor Rural Exemplo PROP_00433,FISICA,336332.02,158706.53,CUSTEIO_SAFRA,"{latitude=-25.288513, longitude=-45.187946, municipio=Municipio Exemplo 71, uf=SE}",123.74,ALGODAO,true,6,"{serasa_score=853, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-336378}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:43.204 -0300
PROP_09576,1751382,"763.573.280-17",Produtor Rural Exemplo PROP_09576,FISICA,154670.54,251374.44,AMPLIACAO_AREA,"{latitude=4.422056, longitude=-50.526852, municipio=Municipio Exemplo 76, uf=GO}",165.15,EUCALIPTO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-245864}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:01:22.774 -0300
PROP_07118,1751382,"241.525.780-55",Produtor Rural Exemplo PROP_07118,FISICA,844256.16,479806.98,INVESTIMENTO_MAQUINARIO,"{latitude=-15.780308, longitude=-40.880261, municipio=Municipio Exemplo 74, uf=AP}",843.4,EUCALIPTO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-281755}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:01:33.161 -0300
PROP_05930,1751382,"581.181.205-11",Produtor Rural Exemplo PROP_05930,FISICA,102162.64,291652.26,AMPLIACAO_AREA,"{latitude=-23.662315, longitude=-68.920833, municipio=Municipio Exemplo 16, uf=SE}",1068.41,FRUTICULTURA,false,0,"{serasa_score=638, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-532364}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:01:07.207 -0300
PROP_03158,1751382,"445.322.846-97",Produtor Rural Exemplo PROP_03158,FISICA,995100.05,490995.75,AMPLIACAO_AREA,"{latitude=-16.090333, longitude=-65.887895, municipio=Municipio Exemplo 11, uf=DF}",1551.59,ALGODAO,true,38,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-725040}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:01:38.022 -0300
PROP_01139,1751382,"41.045.335/4963-85",Produtor Rural Exemplo PROP_01139,JURIDICA,169608.97,11545.03,CUSTEIO_SAFRA,"{latitude=-6.369042, longitude=-51.391781, municipio=Municipio Exemplo 40, uf=AP}",500.79,EUCALIPTO,true,3,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-969801}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:00.153 -0300
PROP_03232,1751382,"769.127.776-40",Produtor Rural Exemplo PROP_03232,FISICA,414207.86,72356.37,CUSTEIO_SAFRA,"{latitude=-23.833339, longitude=-59.325981, municipio=Municipio Exemplo 48, uf=CE}",743.25,MILHO,true,39,"{serasa_score=416, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-362644}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:12:33.024 -0300
PROP_07436,1751382,"74.973.895/2200-28",Produtor Rural Exemplo PROP_07436,JURIDICA,902539.63,309943.77,INVESTIMENTO_MAQUINARIO,"{latitude=-21.617382, longitude=-41.954865, municipio=Municipio Exemplo 1, uf=RS}",745.71,SOJA,false,0,"{serasa_score=490, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-959309}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:27.408 -0300
PROP_08284,1751382,"13.816.620/6173-27",Produtor Rural Exemplo PROP_08284,JURIDICA,891227.75,146564.06,INVESTIMENTO_MAQUINARIO,"{latitude=-8.224511, longitude=-68.401119, municipio=Municipio Exemplo 36, uf=MG}",1015.89,CANA_DE_ACUCAR,false,0,"{serasa_score=492, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-603131}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:09.384 -0300
PROP_07005,1751382,"18.353.377/8974-83",Produtor Rural Exemplo PROP_07005,JURIDICA,270257.7,190215.9,INVESTIMENTO_MAQUINARIO,"{latitude=-11.377835, longitude=-49.781884, municipio=Municipio Exemplo 52, uf=MT}",995.73,CAFE,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-899453}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:35.316 -0300
PROP_04604,1751382,"36.040.455/2036-99",Produtor Rural Exemplo PROP_04604,JURIDICA,769237.61,238637.72,AMPLIACAO_AREA,"{latitude=-20.297477, longitude=-58.266604, municipio=Municipio Exemplo 41, uf=MG}",85.31,SOJA,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-209266}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:52.040 -0300
PROP_04775,1751382,"776.424.637-84",Produtor Rural Exemplo PROP_04775,FISICA,633389.15,436505.94,INVESTIMENTO_MAQUINARIO,"{latitude=-27.940908, longitude=-41.928924, municipio=Municipio Exemplo 15, uf=PR}",821.43,MILHO,true,11,"{serasa_score=746, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-700371}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:12:57.380 -0300
PROP_08766,1751382,"895.235.979-25",Produtor Rural Exemplo PROP_08766,FISICA,421952.26,191134.23,CUSTEIO_SAFRA,"{latitude=3.129274, longitude=-69.527963, municipio=Municipio Exemplo 65, uf=ES}",854.51,SOJA,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-432523}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:12:26.544 -0300
PROP_04277,1751382,"908.256.606-54",Produtor Rural Exemplo PROP_04277,FISICA,789705.48,416279.62,OUTROS,"{latitude=-9.824222, longitude=-63.474965, municipio=Municipio Exemplo 66, uf=TO}",928.4,MILHO,true,38,"{serasa_score=349, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-441424}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:12:44.867 -0300
PROP_06215,1751382,"450.706.683-52",Produtor Rural Exemplo PROP_06215,FISICA,845268.49,335823.98,AMPLIACAO_AREA,"{latitude=-25.412365, longitude=-49.848641, municipio=Municipio Exemplo 20, uf=PA}",372.97,FEIJAO,true,7,"{serasa_score=777, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-281375}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:01:47.836 -0300
PROP_05117,1751382,"544.673.813-37",Produtor Rural Exemplo PROP_05117,FISICA,281450.07,94149.76,CUSTEIO_SAFRA,"{latitude=-14.324609, longitude=-69.145609, municipio=Municipio Exemplo 45, uf=BA}",1709.5,ARROZ,true,16,"{serasa_score=582, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-347645}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:45.548 -0300
PROP_10081,1751382,"975.506.392-81",Produtor Rural Exemplo PROP_10081,FISICA,343752.78,87147.76,INVESTIMENTO_MAQUINARIO,"{latitude=-21.970508, longitude=-45.492143, municipio=Municipio Exemplo 47, uf=RR}",1379.5,CANA_DE_ACUCAR,true,24,"{serasa_score=740, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-631416}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:58.656 -0300
PROP_04527,1751382,"344.533.167-97",Produtor Rural Exemplo PROP_04527,FISICA,597719.15,319653.99,CUSTEIO_SAFRA,"{latitude=-2.830937, longitude=-39.154253, municipio=Municipio Exemplo 48, uf=PR}",18.85,ARROZ,true,33,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-910633}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:06.085 -0300
PROP_03467,1751382,"283.429.260-78",Produtor Rural Exemplo PROP_03467,FISICA,820301.3,445955.95,CUSTEIO_SAFRA,"{latitude=-1.201685, longitude=-67.142619, municipio=Municipio Exemplo 91, uf=DF}",1148.88,CAFE,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-760390}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751382}",2025-07-01 12:03:19.924 -0300
PROP_08256,1751383,"12.428.069/5608-09",Produtor Rural Exemplo PROP_08256,JURIDICA,144724.89,177652.21,CUSTEIO_SAFRA,"{latitude=-14.749945, longitude=-42.124449, municipio=Municipio Exemplo 14, uf=AP}",1493.07,EUCALIPTO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-765813}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:21:10.497 -0300
PROP_01443,1751383,"85.265.627/4377-63",Produtor Rural Exemplo PROP_01443,JURIDICA,897143.66,377738.56,INVESTIMENTO_MAQUINARIO,"{latitude=4.61776, longitude=-67.650088, municipio=Municipio Exemplo 1, uf=RR}",1231.83,FEIJAO,false,0,"{serasa_score=439, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-918415}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:21:50.473 -0300
PROP_09677,1751383,"92.233.404/4614-54",Produtor Rural Exemplo PROP_09677,JURIDICA,777174.79,260479.21,AMPLIACAO_AREA,"{latitude=-28.832691, longitude=-37.426941, municipio=Municipio Exemplo 10, uf=RR}",966.47,FEIJAO,true,36,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-892559}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:21:53.896 -0300
PROP_08179,1751383,"48.981.254/6066-77",Produtor Rural Exemplo PROP_08179,JURIDICA,194578.74,123596.85,CUSTEIO_SAFRA,"{latitude=-24.53452, longitude=-43.215755, municipio=Municipio Exemplo 83, uf=MG}",244.92,TRIGO,true,24,"{serasa_score=868, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-184782}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:21:02.940 -0300
PROP_05962,1751383,"35.408.399/9381-20",Produtor Rural Exemplo PROP_05962,JURIDICA,908846.82,430463.7,CUSTEIO_SAFRA,"{latitude=-18.562935, longitude=-47.362389, municipio=Municipio Exemplo 15, uf=RO}",469.1,FRUTICULTURA,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-977778}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:21:40.774 -0300
PROP_01424,1751383,"98.970.593/3321-88",Produtor Rural Exemplo PROP_01424,JURIDICA,196602.04,469861.66,OUTROS,"{latitude=-17.767515, longitude=-54.414579, municipio=Municipio Exemplo 21, uf=RJ}",1778.66,CAFE,true,22,"{serasa_score=633, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-968001}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:21:45.064 -0300
PROP_01171,1751383,"57.497.402/5749-38",Produtor Rural Exemplo PROP_01171,JURIDICA,222521.96,286352.24,INVESTIMENTO_MAQUINARIO,"{latitude=-14.391641, longitude=-47.792748, municipio=Municipio Exemplo 65, uf=MS}",1643.38,MILHO,true,17,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-116369}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:24:03.326 -0300
PROP_01865,1751383,"12.307.009/8690-20",Produtor Rural Exemplo PROP_01865,JURIDICA,710406.27,133285.61,INVESTIMENTO_MAQUINARIO,"{latitude=-31.093545, longitude=-67.838106, municipio=Municipio Exemplo 62, uf=PR}",1078.28,SOJA,true,3,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-288298}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:24:35.588 -0300
PROP_03669,1751383,"47.722.291/8388-12",Produtor Rural Exemplo PROP_03669,JURIDICA,883916.04,261414.39,INVESTIMENTO_MAQUINARIO,"{latitude=1.579381, longitude=-56.994124, municipio=Municipio Exemplo 95, uf=SC}",624.56,CANA_DE_ACUCAR,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-596325}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:24:40.612 -0300
PROP_04686,1751383,"44.887.097/9057-13",Produtor Rural Exemplo PROP_04686,JURIDICA,710110.65,21297.19,AMPLIACAO_AREA,"{latitude=-27.244975, longitude=-63.929905, municipio=Municipio Exemplo 79, uf=AL}",1005.04,MILHO,true,26,"{serasa_score=705, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-410459}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:24:10.416 -0300
PROP_06021,1751383,"17.102.787/1050-21",Produtor Rural Exemplo PROP_06021,JURIDICA,484275.73,408231.39,AMPLIACAO_AREA,"{latitude=-7.377617, longitude=-46.082151, municipio=Municipio Exemplo 6, uf=AP}",621.32,ALGODAO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-850020}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:24:33.120 -0300
PROP_07670,1751383,"87.375.650/1294-41",Produtor Rural Exemplo PROP_07670,JURIDICA,242787.04,471606.84,CUSTEIO_SAFRA,"{latitude=-1.645876, longitude=-50.912875, municipio=Municipio Exemplo 9, uf=ES}",68.56,TRIGO,false,0,"{serasa_score=null, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-906059}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:24:47.172 -0300
PROP_07639,1751383,"51.069.520/6481-95",Produtor Rural Exemplo PROP_07639,JURIDICA,416025.61,76404.6,INVESTIMENTO_MAQUINARIO,"{latitude=-30.714898, longitude=-42.685772, municipio=Municipio Exemplo 99, uf=RS}",48.72,ARROZ,true,27,"{serasa_score=638, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-285424}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:24:51.128 -0300
PROP_10249,1751383,"71.729.308/3092-83",Produtor Rural Exemplo PROP_10249,JURIDICA,334208.9,140815.92,CUSTEIO_SAFRA,"{latitude=-22.194759, longitude=-37.42354, municipio=Municipio Exemplo 17, uf=PA}",799.81,SOJA,true,34,"{serasa_score=null, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-159902}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751383}",2025-07-01 12:24:20.616 -0300
PROP_00813,1751381,"55.949.638/9812-39",Produtor Rural Exemplo PROP_00813,JURIDICA,382937.26,115889.04,INVESTIMENTO_MAQUINARIO,"{latitude=-26.642949, longitude=-65.403106, municipio=Municipio Exemplo 22, uf=RJ}",1562.92,CAFE,false,0,"{serasa_score=457, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-446066}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:57:39.408 -0300
PROP_06566,1751381,"16.116.550/0114-57",Produtor Rural Exemplo PROP_06566,JURIDICA,380324.06,411810.46,AMPLIACAO_AREA,"{latitude=-12.987675, longitude=-41.469492, municipio=Municipio Exemplo 75, uf=RJ}",1018.07,TRIGO,false,0,"{serasa_score=602, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-487439}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:57:02.028 -0300
PROP_09363,1751381,"01.127.130/3885-96",Produtor Rural Exemplo PROP_09363,JURIDICA,862768.89,178303.48,AMPLIACAO_AREA,"{latitude=-22.666747, longitude=-60.410757, municipio=Municipio Exemplo 56, uf=TO}",810.01,FRUTICULTURA,true,35,"{serasa_score=786, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-479619}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:57:11.901 -0300
PROP_05724,1751381,"58.895.232/7153-10",Produtor Rural Exemplo PROP_05724,JURIDICA,102039.81,468629.2,OUTROS,"{latitude=4.875172, longitude=-43.919159, municipio=Municipio Exemplo 90, uf=PR}",1726.64,EUCALIPTO,false,0,"{serasa_score=643, ibama_autuacoes_ativas=false, numero_matricula_imovel=MAT-853902}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:57:20.260 -0300
PROP_02510,1751381,"50.266.511/4341-65",Produtor Rural Exemplo PROP_02510,JURIDICA,705559.2,154889.14,OUTROS,"{latitude=-7.237138, longitude=-43.611935, municipio=Municipio Exemplo 52, uf=RN}",1638.53,CAFE,false,0,"{serasa_score=null, ibama_autuacoes_ativas=null, numero_matricula_imovel=MAT-573686}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:57:50.552 -0300
PROP_08884,1751381,"11.390.363/7766-27",Produtor Rural Exemplo PROP_08884,JURIDICA,544522.9,106101.55,OUTROS,"{latitude=1.411407, longitude=-58.815555, municipio=Municipio Exemplo 48, uf=RO}",338.0,FEIJAO,false,0,"{serasa_score=879, ibama_autuacoes_ativas=true, numero_matricula_imovel=MAT-145697}","{versao_schema=1.0.0, origem_dados=simulador_onboarding_digital, timestamp_geracao_evento=1751381}",2025-07-01 11:57:56.676 -0300
